domainname,choicesequence,choice,choicedesc,choiceobsolete
horz_desgn_master,19,A/C,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,20,E/A,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,21,E/B,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,22,B/A,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,23,B/E,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,24,B/C,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,25,C/A,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,26,C/B,Horizons with two distinct parts that have recognizable properties of the two kinds of master horizons indicated by the capital letters. Most of the individual parts of one horizon component are surrounded by the other.,No
horz_desgn_master,27,E and B,Horizons that are composed of lamellae that are separated from each other by eluvial layers.,No
horz_desgn_master,28,O',,Yes
horz_desgn_master,29,A',,Yes
horz_desgn_master,30,E',,Yes
horz_desgn_master,31,B',,Yes
horz_desgn_master,32,C',,Yes
horz_desgn_master,33,O'',,Yes
horz_desgn_master,34,A'',,Yes
horz_desgn_master,35,E'',,Yes
horz_desgn_master,36,B'',,Yes
horz_desgn_master,37,C'',,Yes
horz_desgn_master,38,H,A horizon designation that will only be used for conversion from SSSD layers to NASIS horizons.  This designation should never be used aside for this one purpose.,Yes
horz_desgn_master,39,W,"Water.  This symbol indicates water layers within or beneath the soil. The water layer is designated as Wf if it is permanently frozen and as W if it is not permanently frozen. The W (or Wf) designation is not used for shallow water, ice, or snow above the soil surface.",No
horz_desgn_master,40,L,"Layers dominated by limnic material.  Limnic horizons or layers include both organic and mineral limnic materials that were either (1) deposited in water by precipitation or through the actions of aquatic organisms, such as algae and diatoms, or (2) derived from underwater and floating aquatic plants and subsequently modified by aquatic animals.",No
horz_desgn_master,41,EC,,No
horz_desgn_master,42,B and E,Horizons that are composed of lamellae that are separated from each other by eluvial layers.,No
horz_desgn_master,43,M,"Root-limiting, subsoil layers consisting of nearly continuous, horizontally oriented, human manufactured materials. Examples of materials designated by the letter M include geotextile liners, asphalt, concrete, rubber, and plastic.",No
horz_desgn_master,44,^O,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).

The ""O"" indicates layers dominated by organic material.  Some are saturated with water for long periods, or were once saturated but are now artificially drained; others have never been saturated.",No
horz_desgn_master,45,^A,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).

The ""A"" is assigned to mineral horizons which have formed at the surface or below an O horizon; they exhibit obliteration of all or much of the original rock structure and show one or both of the following: (1) an accumulation of humified organic closely mixed with the mineral fraction and not dominated by properties characteristic of E or B horizons, or (2) properties resulting from cultivation, pasturing, or similar kinds of disturbance.",No
horz_desgn_master,46,^E,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).

The ""E"" is assigned to mineral horizons in which the main feature is loss of silicate clay, iron, or aluminum, or some combination of these, leaving a concentration of sand and silt particles.  These horizons exhibit obliteration of all or much of the original rock structure.",No
horz_desgn_master,47,^B,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).

The ""B"" is assiged to horizons which have formed below an A, E, or O horizon. They are dominated by the obliteration of all or much of the original rock structure and show one or more of the following:

1. Illuvial concentration of silicate clay, iron, aluminum, humus, carbonates, gypsum, or silica, alone or in combination;
2. Evidence of the removal or addition of carbonates;
3. Residual concentration of oxides;
4. Coatings of sesquioxides that make the horizon conspicuously lower in color value, higher in chroma, or redder in hue, without apparent illuviation of iron; 
5. Alteration that forms silicate clay or liberates oxides, or both, and that forms a granular, blocky, or prismatic structure if volume changes accompany changes in moisture content; 
6. Brittleness; or
7. Strong gleying.",No
horz_desgn_master,48,^C,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).

The ""C"" is assigned to horizons or layers, excluding hard bedrock, that are little affected by pedogenic processes and lack the properties of O, A, E, or B horizons.  Most are mineral layers.  The material of C layers may be either like or unlike the material from which the solum has presumably formed.  The C horizon may have been modified, even if there is no evidence of pedogenesis.",No
horz_desgn_master,49,^AB,"The ""caret"" symbol (^) is used as a prefix to master horizon designations to indicate mineral or organic layers of human-transported material. This material has been moved horizontally onto a pedon from a source area outside of that pedon by directed human activity, usually with the aid of machinery. All horizons and layers formed in human-transported material are indicated by a ""caret"" prefix (e.g., ^A-^C-Ab-Btb).",No
