tabphyname,colsequence,colphyname,collogname,collabel,logicaldatatype,notnull,fieldsize,precision,minimum,maximum,uom,domainname,coldesc
component,10,slope_r,slope_gradient_r,Slope Gradient - Representative Value,Float,No,NA,1,0,999,percent,,"The difference in elevation between two points, expressed as a percentage of the distance between those points. (SSM)"
component,11,slope_h,slope_gradient_h,Slope Gradient - High Value,Float,No,NA,1,0,999,percent,,"The difference in elevation between two points, expressed as a percentage of the distance between those points. (SSM)"
component,12,slopelenusle_l,slope_length_usle_l,Slope Length USLE - Low Value,Integer,No,NA,NA,0,4e3,meters,,"The distance from the point of origin of overland flow to the point where either the slope gradient decreases enough that deposition begins, or the runoff water enters a well-defined channel that may be part of a drainage network or a constructed channel. (Predicting Rainfall Erosion Losses a Guide to Conservation Planning, Agr. Handbook #537, USDA, 1978)."
component,13,slopelenusle_r,slope_length_usle_r,Slope Length USLE - Representative Value,Integer,No,NA,NA,0,4e3,meters,,"The distance from the point of origin of overland flow to the point where either the slope gradient decreases enough that deposition begins, or the runoff water enters a well-defined channel that may be part of a drainage network or a constructed channel. (Predicting Rainfall Erosion Losses a Guide to Conservation Planning, Agr. Handbook #537, USDA, 1978)."
component,14,slopelenusle_h,slope_length_usle_h,Slope Length USLE - High Value,Integer,No,NA,NA,0,4e3,meters,,"The distance from the point of origin of overland flow to the point where either the slope gradient decreases enough that deposition begins, or the runoff water enters a well-defined channel that may be part of a drainage network or a constructed channel. (Predicting Rainfall Erosion Losses a Guide to Conservation Planning, Agr. Handbook #537, USDA, 1978)."
component,15,runoff,runoff,Runoff Class,Choice,No,254,NA,NA,NA,,runoff,Runoff potential class for the soil.
component,16,tfact,t_factor,T,Integer,No,NA,NA,1,5,tons per acre per year,,Soil loss tolerance factor.  The maximum amount of erosion at which the quality of a soil as a medium for plant growth can be maintained.
component,17,wei,wind_erodibility_index,WEI,Choice,No,254,NA,NA,NA,tons per acre per year,wind_erodibility_index,A value in tons/acre/year that is a factor in calculating soil loss by wind.  The values are acquired from WEG.
component,18,weg,wind_erodibility_group,WEG,Choice,No,254,NA,NA,NA,,wind_erodibility_group,Grouping of soils that have similar properties affecting their resistance to soil blowing in cultivated areas.  The groups indicate the susceptibility to soil blowing.
component,19,erocl,erosion_class,Erosion Class,Choice,No,254,NA,NA,NA,,erosion_class,Class of accelerated erosion. (SSM)
component,20,earthcovkind1,earth_cover_kind_level_one,Cover Kind 1,Choice,No,254,NA,NA,NA,,earth_cover_kind_level_one,The natural or artificial material that is observed to cover a portion of the earth's surface.  It is determined (at least conceptually) as a vertical projection downward.  Level one of a hierarchical system. (1992 NRI Instructions)
component,21,earthcovkind2,earth_cover_kind_level_two,Cover Kind 2,Choice,No,254,NA,NA,NA,,earth_cover_kind_level_two,The description of ground cover based on a set of vegetal and non-vegetal classes.  It is determined (at least conceptually) as a vertical projection downward.  Level two of a hierarchical system.
component,22,hydricon,hydric_condition,Hydric Condition,Choice,No,254,NA,NA,NA,,hydric_condition,Natural condition of the soil component.
component,23,hydricrating,hydric_rating,Hydric Rating,Choice,No,254,NA,NA,NA,,hydric_rating,"A yes/no field that indicates whether or not a map unit component is classified as a ""hydric soil"".  If rated as hydric, the specific criteria met are listed in the Component Hydric Criteria table."
component,24,drainagecl,drainage_class,Drainage Class,Choice,No,254,NA,NA,NA,,drainage_class,Identifies the natural drainage conditions of the soil and refers to the frequency and duration of wet periods.  An example of a drainage class is well drained.
component,25,elev_l,elevation_l,Elevation - Low Value,Float,No,NA,1,-300,8550,meters,,The vertical distance from mean sea level to a point on the earth's surface.
component,26,elev_r,elevation_r,Elevation - Representative Value,Float,No,NA,1,-300,8550,meters,,The vertical distance from mean sea level to a point on the earth's surface.
component,27,elev_h,elevation_h,Elevation - High Value,Float,No,NA,1,-300,8550,meters,,The vertical distance from mean sea level to a point on the earth's surface.
component,28,aspectccwise,slope_aspect_counterclockwise,Aspect Counter Clockwise,Integer,No,NA,NA,0,360,degrees,,"One end of the range in characteristics for the slope aspect of a component.  This end of the range is expressed in degrees measured clockwise from true north, and is the end of the range that is counter-clockwise from the representative slope aspect."
component,29,aspectrep,slope_aspect_representative,Aspect Representative,Integer,No,NA,NA,0,360,degrees,,"The common, typical, or expected direction toward which the surface of the soil faces, expressed as an angle between 0 and 360 degrees measured clockwise from true north."
component,30,aspectcwise,slope_aspect_clockwise,Aspect Clockwise,Integer,No,NA,NA,0,360,degrees,,"One end of the range in characteristics for the slope aspect of a component.  This end of the range is expressed in degrees measured clockwise from true north, and is the end of the range that is clockwise from the representative slope aspect."
component,31,geomdesc,geomorphic_description,Geomorphic Description,Vtext,No,NA,NA,NA,NA,,,A narrative description of the geomorphic setting of a component.  The description may incorporate multiple geomorphic features as well as their relationship to each other.  The individual parts of the description are recorded in the Component Geomorphic Description table.
component,32,albedodry_l,albedo_dry_l,Albedo Dry - Low Value,Float,No,NA,2,0,1,,,"The estimated ratio of the incident short-wave (solar) radiation that is reflected by the air dry, less than 2 mm fraction of the soil surface."
component,33,albedodry_r,albedo_dry_r,Albedo Dry - Representative Value,Float,No,NA,2,0,1,,,"The estimated ratio of the incident short-wave (solar) radiation that is reflected by the air dry, less than 2 mm fraction of the soil surface."
component,34,albedodry_h,albedo_dry_h,Albedo Dry - High Value,Float,No,NA,2,0,1,,,"The estimated ratio of the incident short-wave (solar) radiation that is reflected by the air dry, less than 2 mm fraction of the soil surface."
component,35,airtempa_l,mean_annual_air_temperature_l,MAAT - Low Value,Float,No,NA,1,-50,50,degrees centigrade,,"The arithmetic average of the daily maximum and minimum temperatures for a calendar year taken over the standard ""normal"" period, 1961 to 1990."
component,36,airtempa_r,mean_annual_air_temperature_r,MAAT - Representative Value,Float,No,NA,1,-50,50,degrees centigrade,,"The arithmetic average of the daily maximum and minimum temperatures for a calendar year taken over the standard ""normal"" period, 1961 to 1990."
component,37,airtempa_h,mean_annual_air_temperature_h,MAAT - High Value,Float,No,NA,1,-50,50,degrees centigrade,,"The arithmetic average of the daily maximum and minimum temperatures for a calendar year taken over the standard ""normal"" period, 1961 to 1990."
component,38,map_l,mean_annual_precipitation_l,MAP - Low Value,Integer,No,NA,NA,0,11500,millimeters,,"The arithmetic average of the total annual (liquid) precipitation taken over the standard ""normal"" period, 1961-1990."
component,39,map_r,mean_annual_precipitation_r,MAP - Representative Value,Integer,No,NA,NA,0,11500,millimeters,,"The arithmetic average of the total annual (liquid) precipitation taken over the standard ""normal"" period, 1961-1990."
component,40,map_h,mean_annual_precipitation_h,MAP - High Value,Integer,No,NA,NA,0,11500,millimeters,,"The arithmetic average of the total annual (liquid) precipitation taken over the standard ""normal"" period, 1961-1990."
component,41,reannualprecip_l,rel_effective_annual_precip_l,REAP - Low Value,Integer,No,NA,NA,0,11500,millimeters,,"An estimate of the amount of moisture available for plant use and/or soil forming processes at a given site.  It may vary, plus or minus, from ""actual"" precipitation amounts as a function of runon, runoff, temperature, aspect, etc."
component,42,reannualprecip_r,rel_effective_annual_precip_r,REAP - Representative Value,Integer,No,NA,NA,0,11500,millimeters,,"An estimate of the amount of moisture available for plant use and/or soil forming processes at a given site.  It may vary, plus or minus, from ""actual"" precipitation amounts as a function of runon, runoff, temperature, aspect, etc."
component,43,reannualprecip_h,rel_effective_annual_precip_h,REAP - High Value,Integer,No,NA,NA,0,11500,millimeters,,"An estimate of the amount of moisture available for plant use and/or soil forming processes at a given site.  It may vary, plus or minus, from ""actual"" precipitation amounts as a function of runon, runoff, temperature, aspect, etc."
component,44,ffd_l,mean_annual_frost_free_days_l,Frost Free Days - Low Value,Integer,No,NA,NA,0,365,days,,"The expected number of days between the last freezing temperature (0 degrees Celsius) in spring (Jan-Jul) and the first freezing temperature (0 degrees Celsius) in the fall (Aug-Dec).  The number of days is based on the probability that the values for the standard ""normal"" period of 1961 to 1990 will be exceeded in 5 years out of 10."
component,45,ffd_r,mean_annual_frost_free_days_r,Frost Free Days - Representative Value,Integer,No,NA,NA,0,365,days,,"The expected number of days between the last freezing temperature (0 degrees Celsius) in spring (Jan-Jul) and the first freezing temperature (0 degrees Celsius) in the fall (Aug-Dec).  The number of days is based on the probability that the values for the standard ""normal"" period of 1961 to 1990 will be exceeded in 5 years out of 10."
component,46,ffd_h,mean_annual_frost_free_days_h,Frost Free Days - High Value,Integer,No,NA,NA,0,365,days,,"The expected number of days between the last freezing temperature (0 degrees Celsius) in spring (Jan-Jul) and the first freezing temperature (0 degrees Celsius) in the fall (Aug-Dec).  The number of days is based on the probability that the values for the standard ""normal"" period of 1961 to 1990 will be exceeded in 5 years out of 10."
component,47,nirrcapcl,nonirr_capability_class,Nirr LCC,Choice,No,254,NA,NA,NA,,capability_class,The broadest category in the land capability classification system for nonirrigated soils.
component,48,nirrcapscl,nonirr_capability_subclass,Nirr Subcl,Choice,No,254,NA,NA,NA,,capability_subclass,The second category in the land capability classification system for nonirrigated soils.
component,49,nirrcapunit,nonirr_capability_unit,Nirr LCU,Integer,No,NA,NA,1,99,,,The third category in the land capability classification system for nonirrigated soils.
component,50,irrcapcl,irrigated_capability_class,Irr LCC,Choice,No,254,NA,NA,NA,,capability_class,The broadest category in the land capability classification system for irrigated soils.
component,51,irrcapscl,irrigated_capability_subclass,Irr Subcl,Choice,No,254,NA,NA,NA,,capability_subclass,The second category in the land capability classification system for irrigated soils.
