hzname,desgndisc,desgnmaster,desgnmasterprime,desgnvert,hzdept.l,hzdept.r,hzdept.h,hzdepb.l,hzdepb.r,hzdepb.h,hzthk.l,hzthk.r,hzthk.h,fraggt10.l,fraggt10.r,fraggt10.h,frag3to10.l,frag3to10.r,frag3to10.h,sieveno4.l,sieveno4.r,sieveno4.h,sieveno10.l,sieveno10.r,sieveno10.h,sieveno40.l,sieveno40.r,sieveno40.h,sieveno200.l,sieveno200.r,sieveno200.h,sandtotal.l,sandtotal.r,sandtotal.h,sandvc.l,sandvc.r,sandvc.h,sandco.l,sandco.r,sandco.h,sandmed.l,sandmed.r,sandmed.h,sandfine.l,sandfine.r,sandfine.h,sandvf.l,sandvf.r,sandvf.h,silttotal.l,silttotal.r,silttotal.h,siltco.l,siltco.r,siltco.h,siltfine.l,siltfine.r,siltfine.h,claytotal.l,claytotal.r,claytotal.h,claysizedcarb.l,claysizedcarb.r,claysizedcarb.h,om.l,om.r,om.h,dbtenthbar.l,dbtenthbar.r,dbtenthbar.h,dbthirdbar.l,dbthirdbar.r,dbthirdbar.h,dbfifteenbar.l,dbfifteenbar.r,dbfifteenbar.h,dbovendry.l,dbovendry.r,dbovendry.h,partdensity,ksat.l,ksat.r,ksat.h,awc.l,awc.r,awc.h,wtenthbar.l,wtenthbar.r,wtenthbar.h,wthirdbar.l,wthirdbar.r,wthirdbar.h,wfifteenbar.l,wfifteenbar.r,wfifteenbar.h,wsatiated.l,wsatiated.r,wsatiated.h,lep.l,lep.r,lep.h,ll.l,ll.r,ll.h,pi.l,pi.r,pi.h,aashind.l,aashind.r,aashind.h,kwfact,kffact,caco3.l,caco3.r,caco3.h,gypsum.l,gypsum.r,gypsum.h,sar.l,sar.r,sar.h,ec.l,ec.r,ec.h,cec7.l,cec7.r,cec7.h,ecec.l,ecec.r,ecec.h,sumbases.l,sumbases.r,sumbases.h,ph1to1h2o.l,ph1to1h2o.r,ph1to1h2o.h,ph01mcacl2.l,ph01mcacl2.r,ph01mcacl2.h,freeiron.l,freeiron.r,freeiron.h,feoxalate.l,feoxalate.r,feoxalate.h,extracid.l,extracid.r,extracid.h,extral.l,extral.r,extral.h,aloxalate.l,aloxalate.r,aloxalate.h,pbray1.l,pbray1.r,pbray1.h,poxalate.l,poxalate.r,poxalate.h,ph2osoluble.l,ph2osoluble.r,ph2osoluble.h,ptotal.l,ptotal.r,ptotal.h,excavdifcl,excavdifms,cokey,chkey
Cr,NA,C,NA,NA,NA,79,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496130
A,NA,A,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,0,0,0,0,5,10,95,97.5,100,90,95,100,90,95,100,70,75,80,NA,35.4,NA,NA,3.1,NA,NA,4.4,NA,NA,6.1,NA,NA,11.2,NA,NA,10.6,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,27,31,35,0,0,0,2,3,4,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.43,1.5,1.57,NA,1.417,2.834,4.251,0.15,0.17,0.2,NA,NA,NA,NA,30.1,NA,NA,18,NA,NA,NA,NA,3,4.5,5.9,30,40,50,15,22.5,30,NA,NA,NA,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,27.5,35,NA,NA,NA,NA,NA,NA,6.1,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496131
Btk,NA,B,NA,NA,NA,43,NA,NA,58,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,29,NA,NA,2.7,NA,NA,3,NA,NA,5.5,NA,NA,9.8,NA,NA,8,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,40,45,1,2,3,2,3,4,NA,NA,NA,NA,1.23,NA,NA,NA,NA,1.5,1.56,1.62,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.6,NA,NA,19.3,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.28,0.28,1,3,5,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.1,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496132
Bk,NA,B,NA,NA,NA,58,NA,NA,79,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,29,NA,NA,2.3,NA,NA,2.9,NA,NA,5.6,NA,NA,10,NA,NA,8.2,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,35,39,45,1,2,3,2,3,4,NA,NA,NA,NA,1.33,NA,NA,NA,NA,1.45,1.53,1.61,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,29.6,NA,NA,16.9,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.28,0.28,1,3,5,0,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.1,7.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496133
BA,NA,BA,NA,NA,NA,10,NA,NA,20,NA,NA,NA,NA,0,0,0,0,3,5,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,30,NA,NA,2.4,NA,NA,3,NA,NA,5.8,NA,NA,10.4,NA,NA,8.4,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,39,45,0,0,0,2,3,4,NA,NA,NA,NA,1.3,NA,NA,NA,NA,1.43,1.5,1.57,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.1,NA,NA,19,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.24,0.24,0,0,0,0,1,2,0,0,0,0,2,4,20,30,40,NA,NA,NA,NA,NA,NA,6,7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496134
Bt,NA,B,NA,NA,NA,20,NA,NA,43,NA,NA,NA,NA,0,0,0,0,0,0,95,97.5,100,90,95,100,90,95,100,75,85,95,NA,30,NA,NA,2.4,NA,NA,3,NA,NA,5.8,NA,NA,10.4,NA,NA,8.4,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,39,45,0,0,0,2,3,4,NA,NA,NA,NA,1.23,NA,NA,NA,NA,1.5,1.56,1.62,NA,0.51,0.9635,1.417,0.18,0.19,0.2,NA,NA,NA,NA,30.6,NA,NA,19.3,NA,NA,NA,NA,3,4.5,5.9,45,50,60,20,27.5,35,NA,NA,NA,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.1,7.6,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697360,45496135
C,NA,C,NA,NA,NA,23,NA,NA,46,NA,NA,NA,NA,0,0,0,0,0,0,35,42.5,50,20,30,40,10,22.5,35,0,7.5,15,NA,84,NA,NA,17,NA,NA,23.8,NA,NA,19.2,NA,NA,16.5,NA,NA,7.5,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0,5,10,0,0,0,0.5,0.75,1,NA,NA,NA,1.6,1.65,1.7,NA,NA,NA,1.79,1.84,2.03,NA,42.51,92.105,141.7,0.03,0.04,0.06,1,8.1,12.2,0.7,5.8,9.8,0.3,2,4.7,10,14,19,0,1.5,2.9,0,18,22,0,0,0,NA,NA,NA,0.05,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,7.8,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697435,45496436
Cr,NA,C,NA,NA,NA,46,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697435,45496437
A,NA,A,NA,NA,NA,3,NA,NA,8,NA,NA,NA,NA,0,3,5,0,3,5,60,70,80,40,45,50,15,25,35,10,17.5,25,NA,76,NA,NA,19.8,NA,NA,18.1,NA,NA,14.6,NA,NA,14.8,NA,NA,8.7,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,0,0,0,0.5,0.75,1,NA,NA,NA,1.5,1.55,1.6,NA,NA,NA,1.63,1.68,1.81,NA,14.17,28.34,42.51,0.05,0.06,0.08,NA,NA,NA,5.2,8.9,11.5,2.1,3.5,5.3,18,22,26,0,1.5,2.9,17,21,24,0,0,0,NA,NA,NA,0.05,0.24,0,0,0,0,0,0,0,0,0,0,0,0,3,6.5,10,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697435,45496438
Oi,NA,O,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,19.8,NA,NA,18.1,NA,NA,14.6,NA,NA,14.8,NA,NA,8.7,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,0,0,0,70,85,95,NA,NA,NA,0.2,0.5,1,NA,NA,NA,NA,NA,NA,NA,100,300,600,0.15,0.3,0.45,NA,NA,NA,23.7,51.1,62,15.6,37.2,47.9,29,54,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5,2,50,60,90,30,40,60,NA,NA,NA,5.1,5.6,6,4.5,5.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697435,45496439
E,NA,E,NA,NA,NA,8,NA,NA,23,NA,NA,NA,NA,0,0,0,0,0,0,60,70,80,40,45,50,15,25,35,10,17.5,25,NA,76,NA,NA,19.8,NA,NA,18.1,NA,NA,14.6,NA,NA,14.8,NA,NA,8.7,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,5,7.5,10,0,0,0,0.5,0.75,1,NA,NA,NA,1.5,1.55,1.6,NA,NA,NA,1.62,1.67,1.79,NA,14.17,28.34,42.51,0.05,0.06,0.08,NA,NA,NA,5.7,9.3,11.5,2.3,3.7,5.3,20,23,26,0,1.5,2.9,17,21,24,0,0,0,NA,NA,NA,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5,NA,NA,NA,NA,NA,NA,5.1,5.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697435,45496440
Cr,NA,C,NA,NA,NA,53,NA,NA,89,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.92,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697505,45496741
R,NA,R,NA,NA,NA,89,NA,NA,99,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.92,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697505,45496742
A,NA,A,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,92.5,100,80,87.5,95,60,67.5,75,NA,39.2,NA,NA,3.5,NA,NA,5,NA,NA,6.8,NA,NA,12.3,NA,NA,11.6,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,20,23.5,27,0,0,0,0,0.5,1,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.42,1.47,1.53,NA,4.23,9.17,14.11,0.14,0.16,0.17,NA,NA,NA,21.4,27.7,30.7,10.2,13.2,16.4,39,43,46,0,1.5,2.9,30,32.5,35,10,12.5,15,NA,NA,NA,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697505,45496743
Bt,NA,B,NA,NA,NA,13,NA,NA,53,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,90,95,80,85,90,70,75,80,NA,29,NA,NA,2.7,NA,NA,3,NA,NA,5.5,NA,NA,9.8,NA,NA,8,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,40,45,0,0,0,0,0.5,1,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.44,1.49,1.56,NA,0.42,0.92,1.41,0.15,0.17,0.18,NA,NA,NA,23.6,28.8,39,16.7,20.5,24.1,43,46,49,3,4.5,5.9,40,45,50,20,22.5,25,NA,NA,NA,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697505,45496744
R,NA,R,NA,NA,NA,25,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697504,45496738
A1,NA,A,NA,1,NA,0,NA,NA,15,NA,NA,NA,NA,0,3,5,15,28,40,75,82.5,90,70,75,80,55,65,75,40,45,50,NA,43,NA,NA,4.2,NA,NA,5.8,NA,NA,7.6,NA,NA,13.3,NA,NA,12.1,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,10,17.5,25,4,5,6,1,2,3,NA,NA,NA,1.2,1.25,1.3,NA,NA,NA,1.28,1.33,1.41,NA,4.251,9.21,14.17,0.09,0.11,0.12,NA,NA,NA,8.5,18.6,24.8,3.5,7.7,13,27,34,42,0,1.5,2.9,20,25,30,0,5,10,NA,NA,NA,0.17,0.37,15,28,40,0,0,0,0,0,0,0,0,0,5,12.5,20,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697504,45496739
A2,NA,A,NA,2,NA,15,NA,NA,25,NA,NA,NA,NA,0,3,5,20,40,60,35,47.5,60,30,40,50,20,32.5,45,15,25,35,NA,43,NA,NA,4.2,NA,NA,5.8,NA,NA,7.6,NA,NA,13.3,NA,NA,12.1,NA,NA,39.5,NA,NA,NA,NA,NA,NA,NA,10,17.5,25,4,6,8,1,2,3,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.41,1.46,1.62,NA,4.251,9.21,14.17,0.06,0.07,0.08,NA,NA,NA,2.9,10.2,17.7,1.2,4.3,9.5,NA,18,28,0,1.5,2.9,20,25,30,0,5,10,NA,NA,NA,0.1,0.37,20,35,50,0,0,0,0,0,0,0,0,0,1,8,15,NA,NA,NA,NA,NA,NA,7.4,7.9,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697504,45496740
,NA,,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.21,0.4233,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697503,45496737
A,NA,A,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,92.5,100,80,87.5,95,60,67.5,75,NA,39.2,NA,NA,3.5,NA,NA,5,NA,NA,6.8,NA,NA,12.3,NA,NA,11.6,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,20,23.5,27,0,0,0,0,0.5,1,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.42,1.47,1.53,NA,4.23,9.17,14.11,0.14,0.16,0.17,NA,NA,NA,21.4,27.7,30.7,10.2,13.2,16.4,39,43,46,0,1.5,2.9,30,32.5,35,10,12.5,15,NA,NA,NA,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697502,45496733
Bt,NA,B,NA,NA,NA,13,NA,NA,110,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,90,95,80,85,90,70,75,80,NA,29,NA,NA,2.7,NA,NA,3,NA,NA,5.5,NA,NA,9.8,NA,NA,8,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,40,45,0,0,0,0,0.5,1,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.44,1.49,1.56,NA,0.42,0.92,1.41,0.15,0.17,0.18,NA,NA,NA,23.6,28.8,39,16.7,20.5,24.1,43,46,49,3,4.5,5.9,40,45,50,20,22.5,25,NA,NA,NA,0.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697502,45496734
Cr,NA,C,NA,NA,NA,110,NA,NA,125,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.92,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697502,45496735
R,NA,R,NA,NA,NA,125,NA,NA,135,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.92,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697502,45496736
A,NA,A,NA,NA,NA,0,NA,NA,13,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,92.5,100,80,87.5,95,60,67.5,75,NA,39.2,NA,NA,3.5,NA,NA,5,NA,NA,6.8,NA,NA,12.3,NA,NA,11.6,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,20,23.5,27,0,0,0,0,0.5,1,NA,NA,NA,1.35,1.4,1.45,NA,NA,NA,1.42,1.47,1.53,NA,4.23,9.17,14.11,0.14,0.16,0.17,NA,NA,NA,21.4,27.7,30.7,10.2,13.2,16.4,39,43,46,0,1.5,2.9,30,32.5,35,10,12.5,15,NA,NA,NA,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,15,20,25,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697501,45496729
Bt,NA,B,NA,NA,NA,13,NA,NA,45,NA,NA,NA,NA,0,0,0,0,0,0,90,95,100,85,90,95,80,85,90,70,75,80,NA,29,NA,NA,2.7,NA,NA,3,NA,NA,5.5,NA,NA,9.8,NA,NA,8,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,35,40,45,0,0,0,0,0.5,1,NA,NA,NA,1.25,1.3,1.35,NA,NA,NA,1.44,1.49,1.56,NA,0.42,0.92,1.41,0.15,0.17,0.18,NA,NA,NA,23.6,28.8,39,16.7,20.5,24.1,43,46,49,3,4.5,5.9,40,45,50,20,22.5,25,NA,NA,NA,0.2,0.24,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,NA,NA,NA,NA,NA,NA,6.1,6.7,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15697501,45496730
